05:34 ,இந்த சொல்லை cut மற்றும் paste செய்வதற்கு “FATHERS name” என்பதில் உள்ள “name” ஐ தேர்வு செய்க. 
05:40 ,இப்போது சொடுக்கியில் வலது பட்டனை சொடுக்கி பின் “Cut” தேர்வையும் சொடுக்கவும். “name” என்ற சொல் “FATHER'S”, என்ற சொல்லுக்கு அடுத்து இப்போது இல்லை என்பதை கவனிக்கவும். அதாவது அந்த சொல் வெட்டப்பட்டது அல்லது நீக்கப்பட்டது. 
05:54 ,“MOTHER’S” என்ற சொல்லுக்கு அடுத்து கர்சரை வைக்கவும். சொடுக்கியை வலது சொடுக்கவும். 
05:59 ,“Paste” தேர்வு மீது சொடுக்கவும். 
06:02 ,“MOTHER'S” என்ற சொல்லுக்கு அடுத்து இப்போது அந்த சொல் ஒட்டப்பட்டது. 
06:07 ,வெட்டுவதற்கான குறுக்கு வழி விசை - CTRL+X. 
06:11 ,ஆகவே copy, cut தேர்வுகளுக்குள் உள்ள வேறுபாடு: “Copy” தேர்வு உரையை அங்கேயே வைக்கிறது. “Cut” தேர்வு உரையை அதனிடத்தில் இருந்து முழுதும் நீக்குகிறது. 
06:27 ,“name” என்ற சொல்லை Father’s என்ற சொல்லுக்கு அடுத்து ஒட்டிவிட்டு மேலே தொடருவோம். 
06:31 ,புதிய தலைப்பு ஒன்றை டைப் செய்யலாம்: “EDUCATION DETAILS”. 
06:35 ,Writer இல் “புல்லட்கள் மற்றும் எண்ணிடல்” பற்றி கற்றபின் இப்போது “எழுத்துரு பெயர்” மற்றும் உரையின் “எழுத்துரு அளவு” ஆகியவற்றை எப்படி மாற்றி அமைப்பது என காணலாம். 
06:45 ,மேலே உள்ள format tool bar இல் இப்போது “font name” என்ற புலம் இருக்கிறது. 
06:52 ,இந்த எழுத்துரு பெயர் வழக்கமாக “Liberation Serif” என்ற முன்னிருப்பாக இருக்கும். 
06:57 ,எழுத்துரு பெயர் புலம் நம் உரையை அமைக்க நாம் விரும்பும் எழுத்துரு வகையை தேர்ந்தெடுக்க பயன்படும். 
07:04 ,உதாரணமாக, “Education Details” என்ற தலைப்புக்கு வேறு ஒரு எழுத்துரு பாங்கு மற்றும் எழுத்துரு அளவு அமைக்கலாம். 
07:11 ,ஆகவே முதலில் “Education details”, என்ற உரையை தேர்ந்தெடுக்க வேண்டும். பின் “font name” புலத்தில் கீழ் அம்புகுறியை சொடுக்க வேண்டும். 
07:19 ,கீழிறங்கும் மெனுவில் பலவித எழுத்துரு பெயர் தேர்வுகளை காணலாம். 
07:25 ,“Liberation Sans” என்பதை தேடி அதன் மீது சொடுக்கவும். 
07:29 ,தேர்ந்தெடுத்த உரையின் எழுத்துரு மாறிவிட்டதை காணலாம். 
07:34 ,“font name” புலம் தவிர, “font size” புலமும் உள்ளது. 
07:38 ,அதன் பெயர் சொல்லுவது போல, “font size” தேர்ந்தெடுத்த உரையின் எழுத்துரு அளவை அதிகமாக்க/ குறைக்க அல்லது இனி டைப் செய்யும் புதிய உரையில் அளவை அமைக்க பயனாகும். 
07:52 ,ஆகவே “EDUCATION DETAILS” என்ற உரையை தேர்ந்தெடுக்கலாம். 
07:55 ,எழுத்துரு அளவு இப்போது பன்னிரண்டாக இருக்கிறது. 
07:58 ,இப்போது “font size” புலத்திலுள்ள கீழ் அம்புக்குறி மீது சொடுக்கி பதினொன்று மீதும் சொடுக்குக. 
08:05 ,உரையின் எழுத்துரு அளவு குறைவதை காணலாம். 
08:09 ,எழுத்துரு அளவு அதே போல அதிகமாக்கப்படலாம். 
08:13 ,எழுத்துரு அளவு குறித்து கற்றபின், எழுத்துருவின் நிறத்தையும் Writer இல் மாற்ற கற்கலாம். 
08:21 ,நீங்கள் டைப் செய்த ஆவணத்திலோ அல்லது சில வரிகளிலோ உரை இருக்க வேண்டிய நிறத்தை அமைக்க இந்த “font Color” பயன்படுகிறது. 
08:27 ,உதாரணமாக தலைப்பு “EDUCATION DETAILS” என்பதை வேறு நிறத்தில் அமைக்கலாம். 
08:32 ,ஆகவே மீண்டும் “EDUCATION DETAILS” என்ற உரையை தேர்ந்தெடுக்கவும். 
08:36 ,இப்போது tool bar இல் “font Color” தேர்வில் உள்ள கீழ் அம்புக்குறியை சொடுக்கவும். பெட்டியில் இளம் பச்சை மீது சொடுக்க உரை இளம் பச்சை நிறத்துக்கு மாறிவிடும். 
08:48 ,இப்போது தலைப்பு இளம் பச்சை நிறத்தில் இருப்பதை காணலாம். 
08:52 ,எழுத்துரு அளவு தேர்வுக்கு அடுத்து மூன்று தேர்வுகளை காணலாம். அவை “Bold” “Italic” மற்றும் “Underline”. 
09:00 ,பெயர் சொல்லுவது போல, இவை உரையை தடிமனாகவோ அல்லது சாய்வெழுத்துக்களாகவோ அல்லது கீழ் கோடிட்டதாகவோ மாற்றும். 
09:07 ,“EDUCATION DETAILS” என்ற தலைப்பை தேர்ந்தெடுக்கவும். 
09:11 ,இப்போது உரையை தடிமனாக்க 'Bold' சின்னத்தின் மீது சொடுக்கவும். 
09:15 ,உரை தடிமனாகிவிட்டதை காணலாம். 
09:19 ,அதே போல “Italic” சின்னத்தின் மீது சொடுக்க உரை சாய்வெழுத்துக்களாக ஆகிவிடும். 
09:25 ,“Underline” மீது சொடுக்கவும். 
09:26 ,'Underline' சின்னத்தின் மீது சொடுக்க உரை அடிக்கோடிடப்படும். 
09:31 ,தேர்ந்தெடுத்த உரை இப்போது அடிக்கோடிடப்பட்டுள்ளது. 
09:35 ,தலைப்பை “bold” மற்றும் “underlined” ஆக வைத்துக்கொண்டு “italic” தேர்வை மட்டும் நீக்க அதன் மீது மீண்டும் சொடுக்கவும். மற்ற தேர்வுகளை அப்படியே விடவும். 
09:45 ,ஆகவே தலைப்பு இப்போது தடிமனாகவும் அடிக்கோடிட்டும் இருக்கிறது. 
09:50 ,இத்துடன் LibreOffice Writer குறித்த spoken tutorial முடிவுக்கு வருகிறது. 
09:55 ,சுருங்கச்சொல்ல, நாம் கற்றது: 
09:57 ,உரையை Writer இல் நேர் செய்வது. 
10:00 ,புல்லட்கள் மற்றும் எண்ணிடல். 
10:02 ,Writer இல் Cut, Copy மற்றும் Paste தேர்வுகள். 
10:05 ,Bold, Underline மற்றும் Italics தேர்வுகள் 
10:09 ,Writer இல் எழுத்துரு பெயர், எழுத்துரு அளவு, எழுத்துரு நிறம். 
10:13 ,சுருக்கமான பயிற்சி: 
10:16 ,புல்லட்கள் மற்றும் எண்ணிடலை செயலாக்கவும். 
10:18 ,ஒரு பாங்கை தேர்ந்தெடுத்து மற்றும் சில விஷயங்கள் எழுதுங்கள். 
10:22 ,கொஞ்சம் உரையை தேர்ந்தெடுத்து எழுத்துருவை “Free Sans” ஏன் மாற்றவும். மேலும் எழுத்துரு அளவை “16” ஆக்கவும். 
10:29 ,அந்த உரையை சாய்வெழுத்தாக்கவும். 
10:32 ,எழுத்துரு நிறத்தை சிவப்பாக்கவும். 
10:35 ,கீழ் கண்ட தொடுப்பில் கிடைக்கும் இதன் விடியோ 
10:38 ,Spoken Tutorial திட்டத்தை சுருக்கமாக சொல்கிறது. 
10:41 ,உங்களிடம் வேகமான இணைய இணைப்பு இல்லையானால் தரவிறக்கி இதை பாருங்கள். 
10:46 ,spoken டுடோரியல்களை கொண்டு spoken tutorial திட்டக்குழு பயிலரங்குகளை நடத்துகிறது. 
10:52 ,இணைய வழி தேர்வு எழுதி தேருவோருக்கு சான்றிதழ்களும் தருகிறோம். 
10:55 ,மேற்கொண்டு விவரங்களுக்கு எங்களுக்கு எழுதவும்: contact@spoken-tutorial.org 
11:02 ,Spoken Tutorial திட்டம் Talk to a Teacher project இன் முனைப்பாகும். 
11:06 ,இது இந்திய அரசின் ICT, MHRD வழியாக National Mission on Education மூலம் ஆதரிக்கப்படுகிறது. 
11:14 ,மேற்கொண்டு தகவல்களுக்கு தொடர்பு கொள்க, 
11:18 ,spoken hyphen tutorial dot org slash NMEICT hyphen Intro 
11:25 ,தமிழில் நிரலாக்கம் கடலூர் திவா. நன்றி கூறி விடை பெறுவது --------------------------(name of the place) இலிருந்து -----------------------(name of the recorder) வணக்கம். 
11:30 ,கலந்து கொண்டமைக்கு நன்றி. 
